label,description,category,subject,placeLabel,placeLocality,timeBegin,timeEnd,url
Event name: Conférence du Musée Picasso," Event description: Lieu: Salle des associations - 2 cours MassénaDate: 14 Novembre 2019 Conférence ""Germaine Richier : une sculpteure d’aujourd’hui""
Jeudi 14 novembre
Dans le cadre de l’exposition ""Germaine Richier, la Magicienne"" (actuellement au Musée Picasso jusqu'au 26 janvier 2020), Valérie Da Costa se propose de revenir au cours d'une conférence à la Salle des Associations, sur l’oeuvre de Germaine Richier (1902-1959), figure centrale de la sculpture française des années d’après-guerre et des années 1950, afin d’analyser les rapports que l’artiste a mis en place entre la sculpture, le dessin et la gravure dans son travail, et de montrer sa place au sein de la création des artistes femmes.

Valérie Da Costa est historienne et critique d’art. Elle est maître de conférences HDR en histoire de l’art contemporain (XXe-XXIe siècles) à l’Université de Strasbourg. Ses recherches portent sur la sculpture moderne et contemporaine et sur l’art italien de la seconde moitié du xxe siècle. Elle est l’auteure de nombreux textes et livres parmi lesquels : Germaine Richier, un art entre deux mondes (Éditions Norma, Paris, 2006). Elle est co-commissaire de l’exposition Germaine Richier, la Magicienne
À 19h - Salle des Associations, Cours Masséna.Entrée libre dans la mesure des places disponibles",Event category: ,Event subject: ,Event place: Salle des associations,Event place location: Antibes,Event time begin: 2019-11-14T00:00:00Z,Event time end: 2019-11-14T23:59:00Z,http://data.linkedevents.org/event/ee8c8f56-951c-3603-be39-8c636f4d9f88
Event name: Veillée Pascale, Event description: ,Event category: ,Event subject: ,Event place: Roquebillière,Event place location: Roquebillière,Event time begin: 2019-04-20T20:30:00Z,Event time end: 2019-04-20T20:30:00Z,http://data.linkedevents.org/event/eea83b45-f27d-3fd4-a40d-932045c412d6
Event name: Anna Karénine," Event description: Lieu: Théâtre Antibéa (Antibéa Comédie d'Antibes) - 1 Place NationaleDate: 16 Novembre 2018  - 18 Novembre 2018 Le songe d'une nuit d'été
Du 16 au 18 novembre
Pièce de Léon Tolstoï, mise en scène Valeriya BudankovaSpectacle à 20h30 le vendredi et le samedi, à 16h le dimanche
Tarif 10 à 16 €Réservations au 04.93.34.24.30 ou sur theatre-antibea.fr",Event category: ,Event subject: ,Event place: Théâtre Antibéa (Antibéa Comédie d'Antibes),Event place location: Antibes,Event time begin: 2018-11-16T00:00:00Z,Event time end: 2018-11-18T23:59:00Z,http://data.linkedevents.org/event/eeb66ac9-d0db-3820-b785-ea01ccf3f24c
Event name: Private Full-Day French Riviera Sightseeing Tour from Monaco," Event description: Monte Carlo: Be driven on the most famous Formula1 race track. Try your luck at the renowned Casino of Monaco. Why not take a break in Café de Paris, where you can sit down and enjoy all beautiful cars.Monaco: Visit this beautiful old town (the capital) built on a rock, very rich in history. Admire the Castle. Jean Cousteau oceanographic museum, with aquariums and fishes.Monte Carlo: Be driven on the most famous Formula1 race track. Try your luck at the renowned Casino of Monaco. Why not take a break in Café de Paris, where you can sit down and enjoy all beautiful cars.Monaco: Visit this beautiful old town (the capital) built on a rock, very rich in history. Admire the Castle. Jean Cousteau oceanographic museum, with aquariums and fishes.You will start your pleasant sightseeing tour with a pick-up from your hotel or at the cruise ship pier or your apartment any other specified place.Your first visit will be the city of Cannes. Renowned for its beautiful sandy beaches and its walk: La Croisette. Here you will find exclusive boutiques and nice restaurants, cafes. Become a celebrity over a day, pose on the red carpet at the Cannes pride, Le Palais de Festival the film.Your journey continues on the beautiful coastal road to Antibes. Once there, you are greeted by one of the world's most renowned boat marina, Port Vauban. Here you will find everything from small boats to some of the largest yachts ever built. Antibes is surrounded by a huge wall, inside, we visit a wonderful market which is held every day except Mondays. There is everything from spices, vegetables, candy, seafood, flowers, perfume essences, and much more. Just around the corner we have a beautiful church you can visit, as well as a very interesting museum with art by the artist Picasso.Move on to Nice, a beautiful city along the Mediterranean. Still a beautiful promenade: the Promenade des Anglais. A visit to the old town, with a lovely flower and fish and seafood market. Stroll around the narrow shopping streets. Why not enjoy a coffee in the sun. It is full of beautiful old buildings here such as the Opera or the Palas de Justice.Your excursion continues coast road to Eze. Once again another medieval village, but this time high up on a hill. It is so beautiful here, the small winding streets without cars but many cozy cafés, restaurants and boutiques. If you make the effort to walk up to the top, you will find the remains of the castle that once stood there - and today it is a fabulous exotic garden. On the way down admire arts and if you want, even visit a beautiful little church.Next, your guide will take you for a guided visit at the famous perfume factory Fragonard. Here you can take part of its long history of how to produce the good scents.Monaco and Monte Carlo is the next stop. Visit the majestic castle where the Prince of Monaco and his family live. Stroll around in the beautiful capital with its large white beautiful cathedral. Here you will also find the Maritime Museum, where Cousteau worked. With you guide, you will take a tour of the so well-known race track for Formula One to be held here in Monaco every year. Lastly, visit Monte Carlo. Luxury and glamour, beautiful buildings and exclusive boutiques. Just stroll around in this beautiful environment is a pleasure. Monte Carlo and its pride: Casino and the Café de Paris is a must to visit.

Flexible

720,00
653.44
858.94",Event category: Circuits privés,Event subject: ,Event place: Nice,Event place location: Nice,Event time begin: 2018-07-24T16:29:00Z,Event time end: 2020-07-24T16:29:00Z,http://data.linkedevents.org/event/eec854e8-8e84-361d-8900-ccd4ac054b63
Event name: GYM CARDIO, Event description: COURS GRATUIT GYM CARDIO OUVERT A TOUS 18H30 - 19H30 Renseignements 06.12.90.77.34,Event category: ,Event subject: ,"Event place: Belvédère, place de Tilleuls","Event place location: Belvédère, place de Tilleuls",Event time begin: 2017-07-12T18:30:00Z,Event time end: 2017-07-12T20:00:00Z,http://data.linkedevents.org/event/eecb7b6a-0bf0-3ee9-ac34-3543381fb52e
Event name: Lucrèce Borgia," Event description: Lieu: Théâtre Antibéa (Antibéa Comédie d'Antibes) - 1 Place NationaleDate: 29 Septembre 2017  - 1 Octobre 2017 Lucrèce Borgia
Pièce de Victor Hugo, msie en scène de Jean-François BuissonSpectacle à 20h30 et à 16h le dimanche.
Tarif 16 et 14 €Réservations au 04.93.34.24.30",Event category: ,Event subject: ,Event place: Théâtre Antibéa (Antibéa Comédie d'Antibes),Event place location: Antibes,Event time begin: 2017-09-29T00:00:00Z,Event time end: 2017-10-01T23:59:00Z,http://data.linkedevents.org/event/eecd526e-62c6-3709-916c-8c0dcf4be9fd
"Event name: Voeux de M. Gérard MANFREDI, maire de Roquebillière", Event description: ,Event category: ,Event subject: ,Event place: Roquebillière,Event place location: Roquebillière,Event time begin: 2018-01-20T18:30:00Z,Event time end: 2018-01-20T18:30:00Z,http://data.linkedevents.org/event/ef05a6db-0b95-37ea-80d4-bb1262d69bf1
Event name: Qui est-ce?," Event description: Lieu: Théâtre Antibéa (Antibéa Comédie d'Antibes) - 1 Place NationaleDate: 13 Février 2019 Qui est-ce?
Mercredi 13 février
Pièce d'Olivier Rolland. Mise en scène : Olivier Rolland; Distribution : Olivier Rolland ; Musicien : Gael de La TorreSpectacle jeune publicSpectacle à 14h
Tarif 8 €Réservations au 04.93.34.24.30 ou sur theatre-antibea.fr",Event category: ,Event subject: ,Event place: Théâtre Antibéa (Antibéa Comédie d'Antibes),Event place location: Antibes,Event time begin: 2019-02-13T00:00:00Z,Event time end: 2019-02-13T23:59:00Z,http://data.linkedevents.org/event/ef187665-3c28-3930-8605-92643280a4d0
Event name: Private Arrival Transfer: Nice Airport to Monaco 2018," Event description: 
Hassle-free, private transfer from Nice Airport to Monaco, your own private chauffeur will be waiting for you at arrivals. Free Wifi in the vehicle as well as free bottled water. Door-to-door service with a professional licensed private chauffeur. Business class vehicle with leather interior, touch screen tablet, phone chargers for all phones, and mints. 
Hassle-free, private transfer from Nice Airport to Monaco, your own private chauffeur will be waiting for you at arrivals. Free Wifi in the vehicle as well as free bottled water. Door-to-door service with a professional licensed private chauffeur. Business class vehicle with leather interior, touch screen tablet, phone chargers for all phones, and mints. 
Travel from Nice International Airport to Monaco. Your private chauffeur transfer service runs all year round, 24 hours a day and 7 days a week. No bad surprises! The rate includes all fuel and extra charges and taxes, the vehicle and driver. 


40 minutes

100,00
90.76
119.30",Event category: Services de transfert et transport terrestre,Event subject: ,Event place: Nice,Event place location: Nice,Event time begin: 2018-07-24T16:29:00Z,Event time end: 2020-07-24T16:29:00Z,http://data.linkedevents.org/event/ef54903a-96b6-3b0a-9726-0e64889c96b2
Event name: So Jazz ! Festival," Event description: Pour la 13ème année consécutive, les notes jazzy résonneront au coeur du village. Cette année avec Michèle Candela Quartet - Jazz brésilien le jeudi 27 Pour la 13ème année consécutive, les notes jazzy résonneront au coeur du village.

Cette année avec 18 concerts gratuits programmés les mardis, mercredis et jeudis du 18 juillet au 24 août, La Colle-sur-Loup relooke son concept en créant le ""So Jazz ! Festival"".

So Jazz ! en 2017, c’est d’abord la continuité d’une recette qui a fait ses preuves. Nous retrouvons l’expertise, le talent et la fidélité de Philippe Villa, pianiste professionnel, directeur artistique depuis l’origine.

So Jazz ! en 2017 c’est aussi un partenariat avec nos commerçants : des expositions, des animations, des ""off"" et de nombreuses surprises pour découvrir une certaine idée du jazz à La Colle.",Event category: Culturelle,Event subject: Festival,Event place: So Jazz ! Festival,Event place location: La Colle-sur-Loup,Event time begin: 2017-07-27T19:00:00Z,Event time end: 2017-07-27T00:00:00Z,http://data.linkedevents.org/event/ef6f3b6e-23b1-3e15-9980-96749b8725c2
Event name: 1er « French Riviera Tag Rugby Challenge »," Event description: Lieu: Stade du Fort Carré - avenue du 11 NovembreDate: 16 Septembre 2017 1er « French Riviera Tag Rugby Challenge »
Samedi 16 septembre
Le Riviera Tag Rugby organise le 1er « French Riviera Tag Rugby Challenge », compétition de tag rugby qui rassemble des équipes venues de toute la France mais aussi des équipes irlandaises et anglaises
De 9h à 23h30. Entrée libre.Infos à contact [AT] rivieratagrugby [DOT] com",Event category: ,Event subject: ,Event place: Stade du Fort Carré,Event place location: Antibes,Event time begin: 2017-09-16T00:00:00Z,Event time end: 2017-09-16T23:59:00Z,http://data.linkedevents.org/event/ef6fa3d0-1cfd-3bb6-a84d-0f3918e9908b
Event name: 2ème BBQ du Pont-du-Loup," Event description: 2ème BBQ du Pont-du-Loup, le vendredi 8 septembre à partir de 18h30 : participez à l'ambiance conviviale et festive autour de l'apéro et des braises dans le jardin sur l'ancienne voie de chemin de fer",Event category: Distractions et loisirs,Event subject: Distractions et loisirs,Event place: 2ème BBQ du Pont-du-Loup,Event place location: Gourdon,Event time begin: 2017-09-08T18:30:00Z,Event time end: 2017-09-08T00:00:00Z,http://data.linkedevents.org/event/ef823051-8062-3fe3-8c44-9224bff87619
"Event name: Exposition ""L'Etranger "" - Ferrandez / Camus"," Event description: Lieu: Médiathèque Albert Camus - 19 Boulevard Gustave ChancelDate: 11 Février 2020  - 28 Mars 2020 Exposition ""L'Etranger "" - Ferrandez / Camus
Du 11 février au 28 mars
Exposition des planches de la bande dessinée L'Étranger, adaptation de l'oeuvre d'Albert Camus par Jacques Ferrandez (Ed. Gallimard-Fétiche, 2013) produite par Les Rencontres du 9e Art, festival de bande dessinée et autres arts associes à Aix-en-Provence.Sur le modèle du roman éponyme d’Albert Camus, l’exposition se construit en deux parties, l’ambiance des rues et des plages algériennes, puis la prison et la salle d’interrogatoire. Un jeu de regards se crée entre le livre d’Albert Camus et l’univers graphique de Jacques Ferrandez, qui nous offre une relecture passionnante en bande dessinée, sans en épuiser le mystère. Il poursuit dans cette oeuvre ses carnets d’orient, qui sont pour lui un retour sur son enfance passée à Alger et un hommage à ces terres orientales qui lui sont chères et qu’il décrit et peint avec sensualité, en mettant en lumière Alger la blanche.L'Étranger n’est pas son premier contact avec Albert Camus dont il est un lecteur assidu. Il avait déjà réalisé une adaptation de la nouvelle L'Hôte qui avait aussi fait l’objet d’une exposition. Il a également adapté Le Premier homme en 2017.
Hall d’exposition niveau 0Médiathèque Camus, 19 Boulevard ChancelTel : 04 92 19 75 80",Event category: ,Event subject: ,Event place: Médiathèque Albert Camus,Event place location: Antibes,Event time begin: 2020-02-11T00:00:00Z,Event time end: 2020-03-28T23:59:00Z,http://data.linkedevents.org/event/ef88fb6c-b2b4-3d7c-82ae-8cc2b086bb8d
Event name: Pratt respire encore," Event description: Lieu: Théâtre du Tribunal - 5 place Amiral Barnaud Date: 13 Décembre 2017  - 16 Décembre 2017 Pratt respire encore
Du 13 au 16 décembre à 20h30
Spectacle de et avec Manuel Pratt.Dernière création en vue d’une première tournée d’adieu...Un nouveau solo où Pratt montre encore plus qu’il n'a rien, plus rien à perdre et donc que vous avez tout à y gagner. Sans autocensure, sans limite, avec beaucoup d’autodérision, sa vision très personnelle de la société... politique, religion,amour... Cruel, drôle, provocateur. Toujours aussi libre car vivant ! Dépêchons nous d’en rire avant d’en hurler.
Tarifs: 15 €, réduit 13 € (séniors (+65 ans), comités d’entreprise, intermittents, FNCTA, handicapés, groupe (8 personnes minimum), pôle emploi, familles nombreuses, adhérents); plus que réduit 11 € (étudiants, Carte LOL, enfants (- 12 ans), CE en pré-vente); Abonnement 5 spectacles pour 1 an : 50 €.Réservations au 06 43 44 38 21Théâtre Le Tribunal, 5 Place Amiral Barnaud.",Event category: ,Event subject: ,Event place: Théâtre du Tribunal,Event place location: Antibes,Event time begin: 2017-12-13T00:00:00Z,Event time end: 2017-12-16T23:59:00Z,http://data.linkedevents.org/event/ef99130b-e84e-3c9f-ae57-0d62808b9e08
Event name: Exposition Galerie municipale des Bains-douches," Event description: Lieu:  Galerie des Bains-Douches - Bd D'aguillonDate: 2 Décembre 2017  - 30 Décembre 2017 Exposition Galerie municipale des Bains-douches
Du 2 au 30 décembre
Illustrations à l’encre de chine et aquarelles de l’artiste Aleksandra Sobol.
Boulevard d'AguillonOuvert du mardi au samedi de 10h à 12h et de 13h à 17h30.",Event category: ,Event subject: ,Event place: Galerie des Bains-Douches,Event place location: Antibes,Event time begin: 2017-12-02T00:00:00Z,Event time end: 2017-12-30T23:59:00Z,http://data.linkedevents.org/event/ef9f7422-9c12-36c8-833c-b754e110b0a4
Event name: Nice City private half day tour from Nice," Event description: Come and discover Nice, a stunning town along the Mediterranean Sea. Here you can enjoy the most. Culture, city life, sunshine and beaches and of course, wonderfully tasty food.
We visit the Old Nice, the heart of Nice. Museum (Matisse or Shagall)
Promenade des Anglais. etc.Come and discover Nice, a stunning town along the Mediterranean Sea. Here you can enjoy the most. Culture, city life, sunshine and beaches and of course, wonderfully tasty food.
We visit the Old Nice, the heart of Nice. Museum (Matisse or Shagall)
Promenade des Anglais. etc.We start the day with a pick up at the agreed address, such as hotels or port, airport / train station. Sit back in an air conditioned minivan. We will guide you throughout the tour ,but you are also given own time, so you can choose for yourself what you want to see and visit.Nice with its long fine promenade, full of cafes and restaurants. Old Town with a fantastic lovely fish and flower market. Beautiful old house, mixed style, French and Italian, are just some of the sights we offer you in this excursion. A trip  to the uptown of Nice, Cimiez where we find  Queen Victoria palace (Regina). Do you like the museum, we can also offer a visit to the Matisse or Chagall. Right next when we return into the town of Nice, we pass a beautiful square where you can buy oysters in a bar. Can it get better. Good and rejuvenating. :)We wish you a warm welcome

Flexible

334,00
303.12
398.45",Event category: Circuits privés,Event subject: ,Event place: Nice,Event place location: Nice,Event time begin: 2018-07-24T16:29:00Z,Event time end: 2020-07-24T16:29:00Z,http://data.linkedevents.org/event/efa0aa32-6b4f-387b-9ba5-3ff8713ba4dc
"Event name: Full-Day Private Villefranche Shore Excursion: Nice, Eze, Monte Carlo"," Event description: Check off the highlights of the eastern Côte d’Azur on this private full-day shore excursion from Villefranche. Visit Monaco and Monte Carlo, famous for its F1 street circuit, Monte Carlo Casino, and Prince’s Palace; tour the Fragonard perfume factory in Eze village; then explore the historic monuments and seafront promenade of Nice.Check off the highlights of the eastern Côte d’Azur on this private full-day shore excursion from Villefranche. Visit Monaco and Monte Carlo, famous for its F1 street circuit, Monte Carlo Casino, and Prince’s Palace; tour the Fragonard perfume factory in Eze village; then explore the historic monuments and seafront promenade of Nice.
We will first go to see Monaco itself. Second smallest country in the world that attracts the richest people on the planet as it really has a lot to offer. But it’s not only the smell of money that would make you stoned – fairytale looking-like old town with incredible Prince’s Palace on the sharp rock, guards of the Prince wearing uniforms designed by Gucci and glamourous Monte Carlo Casino – these are just few reasons to spend some time among as many Bugattis, Bentleys or McLarens as you will be able to count. 
Eze Village – medieval old town perched on a rocky hill part of which would still remember the times of Roman Empire. Located as eagle’s nest – almost 430 m over sea level will get you back in time to XIII century and on. Narrow, picturesque streets and facades hidden in Mediterranean bushes and middle-ages architecture make Eze Village one of the most interesting spots in whole France 
When you’re still in Eze Village you can’t miss the opportunity of visiting the real French cosmetic manufacture – famous Fragonard. 
Then you’ll drive by the sea climbing to the top of majestic hill of Mont Boron. That’s where you’ll see XV-century stronghold that used to protect the bay of Villefranche. Stoning view over the bay, the village and surrounding hills will leave you breathless for a little while – in a clear winter day you may even see Corsica island from there. From the other side of the Mont Boron you’ll experience the greatest panorama of Nice itself and far more, the way birds can see it. Unforgettable rendez-vous with major city of French Riviera.
First stop in Nice takes place at doorstep of the Old Town, on the vibrant Massena Square, next to the statue of Apollo. From there you’ll enjoy walking around the heart of Old Nice. Must-see spots like Cours Saleya – incredible flower market that turns out into Mediterranean food court in the evenings as well as the surroundings baroque streets next to the Opera building reflected in the paintings of Matisse still proudly holding the mood of Napoleon era. 
From the Old Nice w you will continue by car to the historical district of Nice – the Cimiez. Famous not only because monumental Winter Palace of the British Queen Victoria but also its nearby location of the ruins of ancient Roman city called Cemenelum (1st century C.E.) 
Our last stop would take place in front of St Nicholas Orthodox Cathedral - the largest Eastern Orthodox cathedral in Western Europe, opened in 1912 
On our way back to Villefranche you will drive by the one and only Promenade des Anglais – famous boulevard along the Bay of Angels, between the airport of Nice Cote d’Azur and its Port Lympia.


8 heures

656,00
595.36
782.59",Event category: Croisières cabotage,Event subject: ,Event place: Villefranche-sur-Mer,Event place location: Villefranche-sur-Mer,Event time begin: 2018-07-24T16:29:00Z,Event time end: 2020-07-24T16:29:00Z,http://data.linkedevents.org/event/efb71bfc-8b51-3408-a92b-931a0191fe41
"Event name: Exposition ""L'art, il est où? Il est partout"" à CHRIS'ART&TIC"," Event description: Cette exposition a pour objet de vous faire découvrir différentes formes d'expression artistique, échange et partage culturel.",Event category: Culturelle,Event subject: Culturelle,"Event place: Exposition ""L'art, il est où? Il est partout"" à CHRIS'ART&TIC",Event place location: Opio,Event time begin: 2017-07-01T09:30:00Z,Event time end: 2017-08-06T13:00:00Z,http://data.linkedevents.org/event/efcfdd1e-edb5-3d19-953c-8dcaeb9ac36a
Event name: Table Ouverte - Secours Catholique, Event description: ,Event category: ,Event subject: ,Event place: ROQUEBILLIÈRE,Event place location: ROQUEBILLIÈRE,Event time begin: 2017-05-21T12:30:00Z,Event time end: 2017-05-21T12:30:00Z,http://data.linkedevents.org/event/efd136d2-5314-30b2-ad48-edd1279a9ffa
Event name: Location de bateau jusqu'à 4 personnes à Saint-Tropez - aucun permis requis," Event description: Louer un bateau sans aucun permis pour profiter de la beauté de la côte d'Azur dans les environs de Saint-Tropez, l'endroit le plus en vue à visiter en France.Louer un bateau sans aucun permis pour profiter de la beauté de la côte d'Azur dans les environs de Saint-Tropez, l'endroit le plus en vue à visiter en France.Partez à bord d'un de nos confortables bateaux depuis l'un des ports à Saint-Tropez pour une journée inoubliable. Vous n’avez pas besoin d'un permis de conduire pour vous rendre à bord de ces bateaux qui sont parfaits pour profiter des magnifiques eaux turquoises cristallines de la côte d'Azur, montez à bord avec vos amis ou votre famille pour une journée entière sur l'eau (encore plus si vous le préférez). Découvrez Saint-Tropez, Port Grimaud le Cap Taillat, Sainte-Maxime ou Saint-Raphaël...

1 jour

170,00
154.29
202.80",Event category: Location de bateaux,Event subject: ,Event place: Saint-Tropez,Event place location: Saint-Tropez,Event time begin: 2018-07-24T16:29:00Z,Event time end: 2020-07-24T16:29:00Z,http://data.linkedevents.org/event/eff1810b-4065-3914-af39-90650775451e
Event name: Spectacle de contes, Event description: ,Event category: ,Event subject: ,Event place: Roquebillière,Event place location: Roquebillière,Event time begin: 2019-07-11T18:00:00Z,Event time end: 2019-07-11T18:00:00Z,http://data.linkedevents.org/event/eff75878-f7ad-3e7d-9cad-f12a4fb9dddf
Event name: « Sur les routes de bohême » - Concert Fa Sol La," Event description: Lieu: Casino La Siesta - Date: 29 Octobre 2017 « Sur les routes de bohême »
DImanche 29 octobre
L’association Fa Sol La propose un concert « Sur les routes de bohême » au Casino de la Siesta. Concert avec le groupe La joie de vivre et l’association Le Chant des Etoiles dirigée par Brigitte Klum et Jean Marc Paloc. Des chants tziganes sont au programme.
Spectacle à 15h.Billet 12 €, renseignements au 06 16 53 19 59.",Event category: ,Event subject: ,Event place: Casino La Siesta,Event place location: Antibes,Event time begin: 2017-10-29T00:00:00Z,Event time end: 2017-10-29T23:59:00Z,http://data.linkedevents.org/event/f012f6cd-ef4d-3078-a1ff-b4246d302f77
Event name: Mondial Footvolley," Event description: Lieu: Plage du Ponteil - Plage du PonteilDate: 7 Septembre 2018  - 9 Septembre 2018 Mondial de Footvolley

Du 7 au 9 septembre, les meilleurs joueurs de footvolley, sont rassemblés sur la Plage du Ponteil pour le Mondial de Footvolley, parrainé cette année par Michel Platini !Trois jours de compétition, de spectacle et de fête avec les grandes nations de ce sport : France, Brésil, Italie, USA, Portugal, Suisse, Autriche, Croatie, Allemagne, Pays Bas.En dehors du Mondial, un Tournoi All Stars rassemblera de nombreux anciens joueurs pros : Robert Pires, Gaëtan Huard, Christophe Dugarry, Sony Anderson, Everson, José Cobos, Eric Roy, Ludovic Giuly, Jérôme Alonzo, Dante, Aldaïr, Sébastien Frey...De nombreuses animations gratuites seront également proposées avec des jeux et des cadeaux pour le public.
Ambiance et spectacle garantis !
Compétition non stop de 9h à 18h.L'entrée est libre.",Event category: ,Event subject: ,Event place: Plage du Ponteil,Event place location: Antibes,Event time begin: 2018-09-07T00:00:00Z,Event time end: 2018-09-09T23:59:00Z,http://data.linkedevents.org/event/f0273c93-7a93-384c-be1b-8f963162968c
Event name: Tour privé : arrière-pays de la Côte d'Azur au départ de Cannes comprenant la parfumerie de Grasse et Saint-Paul-de-Vence," Event description: Découvrez la charmante campagne de la Côte d'Azur en visitant les villes de Grasse et de Saint-Paul-de-Vence lors de cettte excursion privée d'une journée complète. Depuis Cannes, rendez-vous à l'intérieur des terres de la Côte d'Azur pour un parcours parfumé à Grasse, capitale mondiale du parfum et admirez la vue depuis Gourdon, perché sur un affleurement rocheux et surplombant les gorges du Loup. Terminez votre tour en vous promenant dans les ruelles pavées et en admirant les galeries d'art de Saint-Paul-de-Vence. Personnalisez votre itinéraire selon vos préférences et bénéficiez d'un commentaire personnalisé par votre guide tout au long de la journée.Découvrez la charmante campagne de la Côte d'Azur en visitant les villes de Grasse et de Saint-Paul-de-Vence lors de cettte excursion privée d'une journée complète. Depuis Cannes, rendez-vous à l'intérieur des terres de la Côte d'Azur pour un parcours parfumé à Grasse, capitale mondiale du parfum et admirez la vue depuis Gourdon, perché sur un affleurement rocheux et surplombant les gorges du Loup. Terminez votre tour en vous promenant dans les ruelles pavées et en admirant les galeries d'art de Saint-Paul-de-Vence. Personnalisez votre itinéraire selon vos préférences et bénéficiez d'un commentaire personnalisé par votre guide tout au long de la journée.Commencez votre journée par le transfert depuis votre hôtel du centre de Cannes en monospace climatisé, puis dirigez-vous vers l'arrière-pays pendant un trajet de 30 minutes, vers la magnifique campagne provençale. Votre guide informé vous fera découvrir les superbes villes de Grasse et Saint-Paul-de-Vence et vous pourrez personnaliser l'itinéraire exact pour qu'il s'adapte à vos centres d'intérêt, mais toutes les activités et les billets d'entrée sont à vos frais.Commencez votre tour à Grasse, considérée comme capitale mondiale du parfum. Profitez d'une promenade parfumée dans la vieille ville de Grasse et faites un tour guidé dans une parfumerie locale pour en apprendre plus sur la place essentielle de la ville dans l'industrie des parfums. Ensuite, rendez-vous au village de Gourdon, perché sur une colline et situé à une altitude de 760 mètres. Admirez la vue de la campagne environnante et observez les gorges du Loup plus bas. Enfin, rendez-vous à l'ouest, en direction du village médiéval de Saint-Paul-de-Vence, perché sur une colline dominant la mer Méditerranée. Partez à la découverte des ruelles pavées et des murs fortifiés à votre rythme et prenez le temps de visiter l'une des nombreuses galeries d'art la ville ; Saint-Paul-de-Vence était une destination populaire pour les peintres comme Picasso, Chagall, Renoir et Matisse et la ville a conservé un fort patrimoine artistique. Retournez vers Cannes, où le tour se terminera avec un dépôt à votre hôtel.

8 heures

74,63
67.73
89.03",Event category: Circuits privés,Event subject: ,Event place: Cannes,Event place location: Cannes,Event time begin: 2018-07-24T16:29:00Z,Event time end: 2020-07-24T16:29:00Z,http://data.linkedevents.org/event/f07a2ead-7320-3975-a639-f07ef39b5617
Event name: Messe de la St Michel en Vésubie, Event description: ,Event category: ,Event subject: ,Event place: Roquebillière,Event place location: Roquebillière,Event time begin: 2017-08-30T10:30:00Z,Event time end: 2017-08-30T10:30:00Z,http://data.linkedevents.org/event/f07d4dcd-048d-34e1-92be-5f0d5109e7e5
Event name: Course de Ski La Colmiane, Event description: Samedi 16 : Course de ski (U14) à la Colmiane. Dimanche 17 : Grand prix de La Colmiane FFS .,Event category: ,Event subject: ,Event place: La Colmiane,Event place location: La Colmiane,Event time begin: 2019-02-16T10:00:00Z,Event time end: 2019-02-17T16:00:00Z,http://data.linkedevents.org/event/f09fffee-71a3-3536-98a2-1e170e8d6a16
Event name: VISITE PATRIMOINE RELIGIEUX," Event description: Visites du patrimoine religieux de Saint-Etienne de Tinée, chapelles, église et musée religieux. Avec vos guides, Anne-Marie et Amandine.",Event category: ,Event subject: ,Event place: Auron - Page Officielle de la station,Event place location: Saint-Étienne-de-Tinée,Event time begin: 2020-07-08T08:00:00Z,Event time end: 2020-08-28T15:30:00Z,http://data.linkedevents.org/event/f0a9abd4-70dd-318d-8845-6a1601d6db3f
Event name: LOTO DU FOOT," Event description: Nombreux lots 
 4 tours de 5 quines",Event category: Distractions et loisirs,Event subject: Loto,Event place: LOTO DU FOOT,Event place location: Pégomas,Event time begin: 2016-12-17T20:30:00Z,Event time end: 2016-12-17T23:00:00Z,http://data.linkedevents.org/event/f0cbb2b9-f949-3363-aab9-804ca84f6396
